FirstName,LastName,BarName,
Reese,Padilla,Prizefighter,
Enzo,Rollins,Club 175,
Christopher,Valdez,The Dead Rabbit,
Charlee,Swanson,Kon Tiki Restaurant Lounge,
Cody,Curry,The Wayland,
Rory,Booth,Dram & Grain,
Samantha,Trevino,33 Taps,
Evie,Lester,The Capital Bar & Grill,
Kasen,Duke,Altitude Sky Lounge,
Gabriela,Nelson,Range,
Lilah,Rivers,Dram & Grain,
Micah,Figueroa,Mace ,
Victor,Lester,Club 175,
Emanuel,Cross,The Blank Club,
Solomon,Moon,Club 175,
Christopher,Valdez,The Dead Rabbit,
Zoey,Nielsen,Coconut Willie's Cocktail Lounge,
Holden,Good,Diamond Reef,
Scarlet,Mccall,Everson Royce Bar,
Jude,Valenzuela,Old Ebbitt Grill,
Fatima,Herman,Britannia Arms,
Maria,Pope,Anvil Bar & Refuge,
Lia,Hood,Room 11,
Derek,Lindsey,Proof,
Marcus,Gillespie,Tiki-Ti ,
Dakota,Decker,Salty Dawg Saloon,
Logan,Preston,Holeman & Finch Public House,
Jessica,Solomon,Britannia Arms,
Trenton,Meadows,Charlie Was A Sinner,
Aviana,Reese,Employees Only,
Henry,Sweeney,Galaxie,
Santiago,Holden,The Velvet Tango Room,
Sydney,Boyle,Cannon,
Michael,Schwartz,The Silver Dollar,
Heaven,Green,PX,
Jeremiah,Clay,Beach Tree Bar,
Landen,Zamora,Holeman & Finch Public House,
Arthur,Lucas,Spirit,
Cayden,Fleming,The Bar Room at the Beekman Hotel,
Amari,Duffy,Club 175,
Hunter,Hinton,Red Key Tavern,
Josie,Schaefer,Giza Hookah Lounge,
Skyler,Kidd,McMahon's Public House,
Daxton,Rodgers,PX,
Cecilia,Aguirre,No Vacancy at the Juniper Hotel,
Emery,Powell,The Dead Rabbit,
Everly,Wilkerson,The Blank Club,
Gabriella,Wagner,BackBar,
Amiyah,Cowan,Raven & Rose,
Blakely,Kane,Vesper Bar,
Davis,Parrish,Blue Tattoo,
Hendrix,Mcgrath,Bar Goto,
Serenity,Dyer,The Bella Union,
Braelyn,Nielsen,Tiki-Ti ,
Jasmine,Mcguire,Leyenda,
Magnolia,Acosta,A.P. Stump's,
Valeria,Nielsen,McMahon's Public House,
Micah,Figueroa,Mace ,
Dawson,Castro,Slowly Shirley,
Nylah,Vang,Diamond Reef,
Barrett,Collier,Vesper Bar,
Elsie,Boyd,Blue Angel,
Carson,Hensley,Coconut Willie's Cocktail Lounge,
Ronan,Chang,Million Dollar Cowboy Bar,
Raelyn,Knapp,Prairie School,
Jaxton,Waters,Attaboy,
Nylah,Vang,Holeman & Finch Public House,
Mariana,Mack,Goodnight Gracie Jazz & Martini Bar,
Mathias,Yates,Kask,
William,Ramos,Tiki-Ti ,
Phoenix,Olsen,Mace ,
Bruce,Taylor,The Velvet Tango Room,
Charles,Maynard,Bar Goto,
Declan,Robinson,Cabana,
Everly,Wilkerson,The Blank Club,
Malakai,Hooper,33 Taps,
Amari,Duffy,Club 175,
Antonio,Barrera,Hedley Club,
Ian,Valdez,Big Bar,
Genesis,Gaines,Leyenda,
Emiliano,Duran,Half Step,
Alexandria,Mcneil,Bar Crudo ,
Abigail,Gordon,Bar Crudo ,
Kira,Dougherty,The Bar Room at the Beekman Hotel,
Alyssa,Guzman,Slowly Shirley,
Chelsea,Lewis,Cannon,
Yaretzi,Boyd,The Silver Dollar,
Daphne,Mata,33 Taps,
Caroline,Pace,George & Dragon,
Avery,Sutton,Dram & Grain,
Jane,Meadows,Million Dollar Cowboy Bar,
Melody,Henson,Taste by Niche,
Tatum,Tian,Mace ,
Related Post,Valdez,Hedley Club,
Louis,Brennan,Prizefighter,
Piper,Crawford,The Backbeat,
Phillip,Hunt,Bit House Saloon,
Sean,Greer,The Sound Table,
Xander,Stout,Mace ,
Bristol,Friedman,Holeman & Finch Public House,
Wren,Barber,Everson Royce Bar,
Wyatt,Torres,Clover Club,
Nylah,Vang,Prairie School,
Gwendolyn,Wilkins,Tiki-Ti ,
King,Mcguire,Seamstress,
Skylar,Downs,Barnacle Bar,
Amber,Petty,Occidental,
Aidan,Weeks,The Griswold Inn Tap Room,
Cali,Mosley,Spilt Milk,
Jude,Soto,PX,
Amber,Petty,The Bella Union,
Jay,Mckee,The Wayland,
Annie,Tucker,Leyenda,
Caroline,Pace,The Carousel Bar & Lounge,
Tyson,Baker,Bit House Saloon,
Zayden,Camacho,Gecko Grill,
Travis,Henderson,The Silver Dollar,
Emiliano,Duran,Half Step,
Valeria,Olsen,French 75,
Paris,Shea,The Dead Rabbit,
Kaitlyn,Oneal,Prairie School,
Desmond,Bowen,Tiki-Ti ,
Erik,Thomas,Death + Company,
Charlotte,Church,The Magdalenae Room,
Elaina,Morris,Altitude Sky Lounge,
Brooks,Hampton,The Dubliner,
Holly,Stevenson,Kask,
Travis,Patrick,The Bar Room at the Beekman Hotel,
Brynlee,Novak,Death + Company,
Joaquin,Kelley,Clover Club,
Callie,Castro,Room 11,
Caleb,Pham,33 Taps,
Izabella,Mckenzie,Sassafras Saloon,
Alana,Mckay,French 75,
Abigail,Gordon,Bar Crudo ,
Odin,Garrison,Range,
Hayden,Blankenship,The B-Hive,
Evelyn,Ford,Social,
Bianca,Kramer,Club 175,
Alicia,Joseph,Polite Provisions,
Maximilian,Stokes,Dram & Grain,
Giovanni,Baker,Sweet Liberty,
Lilly,Benitez,Half Step,
Caleb,Tian,Tiki-Ti ,
Maria,Hays,Seven Bamboo,
Selah,Mccall,A.P. Stump's,
Ezequiel,Benjamin,Lost Lake,
Kiara,Warner,The Old Seelbach Bar,
Phoebe,Baxter,Hedley Club,
Jude,Soto,Dutch Kills,
Emery,Powell,The Dead Rabbit,
Jeremiah,Clay,Beach Tree Bar,
Melanie,James,Diamond Reef,
Liam,Li,Tiki-Ti ,
Jayson,Travis,Half Step,
Christina,Fry,Club 175,
Paris,Shea,No Vacancy at the Juniper Hotel,
Davis,Parrish,Attaboy,
Atticus,Zhang,Dante,
Amanda,Stephens,B.D. Riley's,
Josiah,Barnes,George & Dragon,
Norah,Garcia,Blackberry Farm,
Hope,Garrett,Room 11,
Raelyn,Knapp,Holeman & Finch Public House,
Madeleine,Compton,Club 175,
Mariana,Mack,Club No Minors,
Hope,Garrett,Room 11,
Damian,Franklin,Cabana,
Theo,Barber,Everson Royce Bar,
Ari,Murphy,Prizefighter,
Erik,Thomas,Bit House Saloon,
Bryce,Lewis,George & Dragon,
Elliana,Harrison,The Violet Hour,
Amanda,Blackburn,Raven & Rose,
Phoenix,Nelson,Blue Angel,
Piper,Hensley,Leyenda,
Braylon,Rich,Diamond Reef,
Madelynn,Harris,Voodoo,
Related Post,Perry,Goodnight Gracie Jazz & Martini Bar,
Noah,Douglas,Clover Club,
Felix,Haley,Dram & Grain,
Zoey,Shaffer,Spilt Milk,
Harrison,Benitez,Coconut Willie's Cocktail Lounge,
Chloe,Brennan,BlackTail,
Ariana,Weaver,PX,
Iker,Ferguson,Julep,
Theodore,Medina,Square Grouper Tiki Bar,
Ava,Marsh,Britannia Arms,
Maryam,Hayden,Prizefighter,
Landon,Cole,Employees Only,
Phillip,Bennett,Taste by Niche,
Lawrence,Ward,Spirit,
Drake,Watkins,Anvil Bar & Refuge,
Winston,Ballard,Blue Tattoo,
Carter,Estes,Proof,
Khloe,Lyons,The Dead Rabbit,
William,Lutz,The Dead Rabbit,
Gregory,Houston,Britannia Arms,
Alessandra,Wiggins,The Hawthorne,
Ana,Trevino,The Polo Lounge,
Amanda,Blackburn,Raven & Rose,
Selah,Mccall,Coconut Willie's Cocktail Lounge,
Sienna,Pitts,Coconut Willie's Cocktail Lounge,
Miles,Greer,Mai Tai Bar,
Jaxton,Newman,Bar Agricole,
Gia,Fox,33 Taps,
Beau,French,Leyenda,
Maximilian,Stokes,Dram & Grain,
Esteban,Monroe,Vesper Bar,
Kamden,Richardson,Everson Royce Bar,
Annabelle,Spence,King Cole Bar,
Aria,Hogan,Il Fornaio,
Shane,Fitzpatrick,The Violet Hour,
Messiah,Kelly,Cabana,
Wren,Barber,Prizefighter,
Grace,Santana,Tiki-Ti ,
Piper,Costa,Multnomah Whiskey Library,
Melanie,Mercer,Club 175,
Braelynn,Richmond,Holeman & Finch Public House,
Mckenna,Knox,Broken Shaker,
Lucia,Willis,The Wayland,
Grace,Guzman,Weather Up,
Karter,Hunt,Kon Tiki Restaurant Lounge,
Michelle,Kennedy,Vesper Bar,
Noah,Douglas,The B-Hive,
Zane,Mays,Daquiri Time Out,
Peyton,Norris,Sweet Liberty,
Phoebe,Baxter,Hedley Club,
Journey,Mccann,A.P. Stump's,
Adalynn,Conner,Bar Crudo ,
Rylan,Pope,Clyde Common,
Kayleigh,Herman,George & Dragon,
Paisley,Khan,Clover Club,
Braelyn,Nielsen,The Wayland,
Landen,Sullivan,Caravan,
Annie,Parks,The Dead Rabbit,
Shane,Fitzpatrick,BackBar,
Jaxton,Newman,Bar Agricole,
King,Mcguire,Seamstress,
Forrest,Smith,Diamond Reef,
Jazlyn,Salazar,Club 175,
Christina,Vang,Gecko Grill,
Alexandria,Mcneil,Altitude Sky Lounge,
Nayeli,Schroeder,Half Step,
Lorelei,Osborn,Marvel Bar,
Spencer,Tapia,Julep,
Laura,Hendricks,Club 175,
Dawson,Huff,Dutch Kills,
Theo,Foley,Britannia Arms,
Arabella,Hogan,Julep,
Maria,Pope,Anvil Bar & Refuge,
Annabelle,Willis,Barnacle Bar,
Danielle,Pittman,Barnacle Bar,
Ana,Trevino,The Polo Lounge,
Karter,Hunt,Goodnight Gracie Jazz & Martini Bar,
Alexander,Fisher,Holeman & Finch Public House,
Jeremy,Mosley,Club 175,
James,Monroe,The Polo Lounge,
Edward,Parks,Kon Tiki Restaurant Lounge,
Braelyn,Valentine,Seamstress,
Juliet,Norton,No Vacancy at the Juniper Hotel,
Lilah,Rivers,Everson Royce Bar,
Cali,Mosley,The Upstairs Bar at City Grocery,
Esther,Guerra,Barnacle Bar,
Daniella,Walsh,Vesper Bar,
Brielle,Mahoney,The Blank Club,
Sydney,Boyle,ROKC,
Roman,Cantrell,Gecko Grill,
Valerie,Gould,George & Dragon,
Robert,Whitehead,Million Dollar Cowboy Bar,
Magnolia,Acosta,Coconut Willie's Cocktail Lounge,
Rory,Beck,Beach Tree Bar,
Adrianna,Kelly,Salty Dawg Saloon,
Marcus,Stark,The Wayland,
Maryam,Hayden,Prizefighter,
Stephanie,Clayton,The Dead Rabbit,
Augustus,Snyder,The Capital Bar & Grill,
Juliet,Edwards,Seamstress,
Donald,Hines,Slowly Shirley,
Lane,Santos,Taste by Niche,
Aidan,Boppana,Coconut Willie's Cocktail Lounge,
Winter,Petersen,Anvil Bar & Refuge,
Valerie,Gould,McMahon's Public House,
Enzo,Harris,Clover Club,
Carmen,Bailey,Kask,
Amari,Ortiz,Sweet Liberty,
Zion,Kennedy,Marvel Bar,
Zane,Berger,Seamstress,
Alijah,Mccall,The Blank Club,
Finnegan,Payne,Social,
Khalil,Benton,The Griswold Inn Tap Room,
Derek,Howell,Marvel Bar,
Angel,Fox,Anvil Bar & Refuge,
Karter,Romero,The Whining Pig,
Rachel,Cole,Everson Royce Bar,
Bryce,Shields,Anvil Bar & Refuge,
Josie,Schaefer,ROKC,
Asa,Blake,Billy Sunday,
Willa,Perry,Milk Room,
Holly,Stevenson,The Hawthorne,
Zion,Kennedy,The Dubliner,
Rowan,Gay,Gecko Grill,
Sergio,Reeves,Dram & Grain,
Jaxton,Waters,Sweet Liberty,
Finn,Dyer,Prizefighter,
Wren,Jennings,Billy Sunday,
Jenna,Moreno,The Griswold Inn Tap Room,
Skyler,Kidd,The Carousel Bar & Lounge,
Nylah,Vang,Prairie School,
Kenzie,Hogan,Cabana,
Ezra,Grimes,Kask,
Lorelei,Osborn,Red Key Tavern,
Faith,Hunt,Seamstress,
Esteban,Monroe,Marvel Bar,
Kimberly,Davis,The Wayland,
Tatum,Tian,Seamstress,
Aubrey,Best,Mai Tai Bar,
Charlee,Swanson,Donna,
Kai,Guerra,Gecko Grill,
Luis,Chang,Salty Dawg Saloon,
Margaret,Turner,Altitude Sky Lounge,
Kaiden,Morgan,The Bella Union,
Khalil,Ochoa,Million Dollar Cowboy Bar,
Peyton,Norris,Attaboy,
Arya,Stephens,Holeman & Finch Public House,
Macie,Lutz,A.P. Stump's,
Wyatt,Torres,Red Key Tavern,
Valeria,Olsen,Coconut Willie's Cocktail Lounge,
Ashton,Gilbert,Club 175,
Madelynn,Fletcher,The Sound Table,
Jude,Buchanan,Coconut Willie's Cocktail Lounge,
Elliana,Bishop,Square Grouper Tiki Bar,
Everleigh,Jefferson,Anvil Bar & Refuge,
Piper,Costa,The Old Seelbach Bar,
Margaret,Lowe,Range,
Josiah,Scott,Dutch Kills,
Annie,Shepard,Bar Goto,
Asa,Blake,Clyde Common,
Emilia,Huber,Range,
Walter,Levine,Bar Goto,
Makayla,Hinton,The Carousel Bar & Lounge,
Maximus,Munoz,PX,
Hendrix,Mcgrath,King Cole Bar,
Damien,Bender,McMahon's Public House,
Kaleb,Benson,Giza Hookah Lounge,
Asa,Diaz,Occidental,
Related Post,Mercado,Square Grouper Tiki Bar,
Kai,Bautista,Eulipia,
Ada,Humphrey,Prairie School,
Frances,Pennington,Dram & Grain,
Elaina,Gonzalez,Bit House Saloon,
Walter,Levine,33 Taps,
Magnolia,Acosta,French 75,
Jose,Dodson,Gecko Grill,
Alina,Sutton,The Upstairs Bar at City Grocery,
Nova,Kaufman,The B-Hive,
Avery,Tapia,Million Dollar Cowboy Bar,
Delaney,Reilly,Polite Provisions,
Millie,Young,Bit House Saloon,
Rory,Booth,Dram & Grain,
Valerie,Gould,Million Dollar Cowboy Bar,
Trenton,Meadows,BackBar,
Jamison,Brewer,Kon Tiki Restaurant Lounge,
Caroline,Pace,McMahon's Public House,
Kaia,Holmes,Club 175,
Phillip,Hunt,The Upstairs Bar at City Grocery,
Juliette,Solis,Prizefighter,
Scarlet,Mccall,Everson Royce Bar,
Wren,Mckenzie,Eulipia,
Jamison,Rubio,The Whining Pig,
Trinity,Wilkerson,A.P. Stump's,
Antonio,Herring,Million Dollar Cowboy Bar,
Steven,Terrell,Everson Royce Bar,
Jude,Buchanan,Galaxie,
Mariana,Mack,Club No Minors,
Angel,Chan,Caravan,
Lane,Santos,Kask,
Conner,Bowman,Distil,
Brooklyn,Bennett,Holeman & Finch Public House,
Jenna,Moreno,Bar Goto,
Louis,Harvey,Giza Hookah Lounge,
Eva,Manning,Bar Agricole,
Josephine,Wheeler,Dram & Grain,
Cayden,Wheeler,Gecko Grill,
Jimena,Perez,Mace ,
Carson,Hensley,Coconut Willie's Cocktail Lounge,
Izabella,Mckenzie,Sassafras Saloon,
Ronald,Wright,McMahon's Public House,
Asher,Morrow,Range,
Willa,Perry,Big Bar,
Caiden,Sanders,Million Dollar Cowboy Bar,
Emilia,Huber,Range,
Abigail,Rodgers,Blackberry Farm,
Arabella,Solomon,Multnomah Whiskey Library,
Camila,Carney,Bar Agricole,
Rahul,Boppana,Diamond Reef,
Demi,Beard,Prairie School,
Ryker,Howell,The Violet Hour,
Travis,Patrick,Charlie Was A Sinner,
Elaina,Gonzalez,Spilt Milk,
Ayla,Zamora,Range,
Kaden,Chapman,Sassafras Saloon,
Annie,Tucker,Employees Only,
Antonio,Herring,McMahon's Public House,
Ali,Cole,The Wayland,
Arianna,Gamble,Clover Club,
Barrett,Espinoza,Seamstress,
Christina,Vang,Spirit,
Landon,Cole,Leyenda,
Hope,Garrett,The Bar Room at the Beekman Hotel,
Xander,Stout,Mace ,
Cristian,Perez,Salty Dawg Saloon,
Scott,Reeves,The Velvet Tango Room,
Tobias,Benton,Goodnight Gracie Jazz & Martini Bar,
Tatum,Tian,Mace ,
Felix,Bates,Academia,
Valeria,Olsen,French 75,
Marcus,Stark,Tiki-Ti ,
Trenton,Meadows,BackBar,
Forrest,Smith,Diamond Reef,
Reed,Robles,Bar Crudo ,
Landon,Wilson,Bit House Saloon,
Claire,Allison,ROKC,
Phoenix,Nelson,Blue Angel,
Briana,Mann,Britannia Arms,
Aylin,Cobb,BlackTail,
Brooks,Hampton,Red Key Tavern,
Francis,Christian,The Whining Pig,
Kylee,Crawford,Social,
Alexia,Wallace,Club No Minors,
Amber,Petty,Square Grouper Tiki Bar,
Tanner,Murillo,The Magdalenae Room,
Ellie,Jackson,Leyenda,
Carly,Shah,Old Ebbitt Grill,
Lennon,Glass,Prairie School,
David,Mendez,Prairie School,
Heaven,Harmon,Barnacle Bar,
Lia,Mills,Julep,
Landon,Cole,Employees Only,
Kolton,Rosales,Spilt Milk,
Kinley,Benjamin,The Blank Club,
Charles,Maynard,33 Taps,
Malaysia,Mcgrath,The Backbeat,
Trenton,Meadows,Room 11,
Alana,Mckay,French 75,
Adaline,Arnold,Club 175,
Kai,Guerra,Spirit,
Aria,Hogan,Kon Tiki Restaurant Lounge,
Harrison,Ali,Red Key Tavern,
Arlo,Orozco,ROKC,
Miguel,Mueller,Milk Room,
Melany,Bell,A.P. Stump's,
