BillID,FirstName,LastName,Total,
C-9DE57586CA23FBA2,Lucille,Goodman,435.2,
D-11F301600F33BBD6,Chelsea,Powell,274.75,
SB-1E3C26201A5C0AF8,Jason,Vaughn,567.86,
GGJ&MB-40AB24C0CCAF8165,Briana,Mccullough,280.2,
TVH-D20AF27EBA044892,Bryson,Glenn,556.78,
AS-66B1D46A1D085A82,Sarah,Ray,300.19,
BA-B335390785C6AD69,Travis,Stephenson,395.68,
BA-45D01F953E978F18,Nico,Potts,128.1,
BC-B4704BC1836C8161,Isla,Barton,230.96,
S-525A9545EFEF91A8,Mckenna,Rubio,793.14,
BB-5D74770EE59C6E41,Albert,Kraus,107.36,
GGJ&MB-CB70C14FA30FB174,Itzel,Petty,532.2,
C-74B8CEAD8156434B,Kylie,Sutton,418.45,
BR-32172A4DD38A0C02,Londyn,Hartman,42.56,
C-9FE7A330EA07E0AC,Related Post,Finley,278.58,
G-4363DD960DBE510F,Daniella,Lang,95.99,
BT-B5116AE4A77753DD,Jett,Casey,558.3,
EO-5FDBCD6A876307D3,Thiago,Shannon,251.34,
M-F88E69317BA6BE1C,Brandon,Buchanan,294.3,
BC-77755EA57BC75CBF,Andrea,Estes,353.95,
DTO-35DBE1EA4905634F,Aden,Romero,249.8,
TGITR-E1BC1F425656132F,Malcolm,Walters,168.6,
DK-089351C398C99ED4,Hayden,Avila,137.0,
CWCL-4E8BD2AD1E9FFC28,Hunter,Cardenas,349.31,
GGJ&MB-040A67315D71F144,Lena,Martinez,291.9,
BT-BA12B81EE096BDC8,Braylon,Baxter,76.49,
PP-A87AEDC0CC8BF2BF,Ayla,Mccarthy,146.35,
S-756EC5CB90F196B1,Harley,Zimmerman,290.93,
BB-2177FC28193A5CBB,Scarlet,Rangel,237.52,
M-67A3CB4647A91C5A,Justin,Chan,87.3,
AB&R-C35081531461EC2B,Avianna,Bruce,260.4,
L-E3067952450C4E1C,Chloe,Buck,315.9,
WU-1C3CE512EE407A35,Sterling,Murphy,317.94,
D-E8ABAAF149F906FF,Cataleya,Chang,105.6,
GHL-08866DEFCFB01BEB,Malcolm,Walters,245.38,
TBASTC-C292B4AA380C2F0D,Braelyn,Vaughn,529.45,
SGTB-9735857F19E1BD5E,River,Poole,584.4,
SM-793D42A2AA115277,Luke,Hoffman,473.64,
BHS-6D74DC84561CDF07,Porter,Dickson,321.85,
BTB-3F1A6F996B4BADCF,Riley,Hoffman,129.9,
MB-A7A89FBF83AF6667,Emma,Pineda,362.99,
TBN-52EA6C6D8D6C747F,Maria,Leblanc,514.2,
AB&R-3713AE78B01A9DD7,Austin,Flynn,135.0,
MPH-4181F0659CFD4E25,Eva,Reese,232.75,
MS-F4095C1F4F2D28F0,Royce,Pierce,117.3,
TO-276B0C886BA2F14C,Haley,Mcbride,278.55,
TW-AEB05EFE864A9906,Lennox,Ferguson,356.05,
TVH-79CB32452FBF035A,Layla,Neal,240.86,
TH-A350295B2B3B2F1E,Henry,Gregory,715.09,
TST-61209873DFDDFC9F,Paisley,Mcmahon,82.5,
TPL-D25CA902F6164437,Phoenix,Andrews,259.74,
R-54F6089B6A48BDF7,Maliyah,Escobar,94.76,
MPH-16006929018A8064,Beckham,Mosley,131.33,
C1-EF6A66BD8633A70F,Madison,Moreno,346.8,
WU-07EA0F64E32854D4,Kensley,Blackburn,351.56,
S-847A6A55E24A9CF4,Nash,Simmons,219.3,
BG-1CE246CD2F066023,Ismael,Mayo,314.92,
BC-F28362F9981A6514,Rose,Pace,384.0,
A-93B9E0F0CCDF8D12,Braelyn,Vaughn,195.3,
SS-E3253015DA8093DE,Aden,Romero,138.3,
TCB&G-DC9F9BF32C9EFB30,Braylen,Sloan,280.72,
CWAS-AB20CE65605C54D0,Ariel,Moore,199.14,
MWL-A5B30F78693352C6,Corbin,Dodson,358.18,
BTB-1DD012BB75123F5E,Diego,Ryan,117.0,
ASL-6A125AFA9C175DFC,Jessica,Kramer,317.69,
P-9DC161259CED57C4,Eden,Leonard,268.78,
R-85ABC1D7C8E48D00,Victor,Ochoa,355.2,
PS-F8FEFF823B5C5B4D,Skye,Kane,102.57,
ASL-B72850F18C2E5240,Isabella,Lin,304.15,
EO-54C1A1C5C5F6D477,Melody,Cobb,211.75,
LL-64A8F66E96B580B7,Justin,Duncan,389.57,
SGTB-7BAC348A172BA6FB,Beckham,Mosley,185.1,
BB-51C88FDAD49DCAA2,Grady,Guzman,299.69,
BA-B6DFFA2EEA20AF93,Kenneth,Peters,124.15,
SS-68CB59A8514E745E,Andrew,Griffin,259.2,
HS-7E4CE6402D7548BF,Aria,Sosa,154.18,
TBC-191964E05CA1CA64,Alaina,Todd,365.4,
ERB-F0DBCB5D55AD19A0,Bianca,Kelly,173.68,
O-3FE828F939270715,Braxton,Forbes,351.83,
TUBACG-FBEE290A6720E36E,Shelby,Hampton,348.89,
CC-CB9EE2C411982A4E,Josephine,Knapp,176.68,
P-668D28A68A6DD5B8,Alex,Richards,435.24,
TOSB-EECEE2125F7758DE,Zane,Robbins,447.36,
P-5D16A3FE19D9180A,Rhett,Wall,426.56,
AS-3D4E222F24448CA4,Jordan,Bass,86.4,
MWL-ECFF1431ED3D90FA,Diego,Ryan,572.9,
BG-D47A0E9194029BDF,Lila,Hinton,236.7,
P-6AFDCCB3057DC7B8,Lennox,Ferguson,262.77,
T-01E487CE76F861B7,Peyton,Wheeler,191.39,
MPH-12F5125A8D0E6277,Robert,Pennington,272.1,
TPL-05ACD2953F8D8CA5,Itzel,Petty,357.54,
D-E843345FDDBAAE28,Muhammad,Chambers,412.68,
IF-621F29FEFDC17D45,Karter,Wheeler,418.5,
C-743A00B965679242,Taylor,Sampson,456.6,
ASL-A588CDD7DD55894C,Holden,Bentley,95.4,
CWCL-1528126298D23DC1,Marco,Lindsey,330.26,
KCB-5167E8967FD6B0B8,Paxton,Walsh,382.5,
WU-21991F41EEEFAA28,Davis,Jennings,146.36,
BS-F10F72C131E525A4,Charlie,Chen,429.86,
BB-0A2D1CDFA7397C57,Eva,Reese,247.72,
TBRATBH-CF2EEBE135B79FE8,Aaron,Parker,250.48,
P-FCC2D20F7CC7E2D7,Daniel,Crane,194.35,
C-CA8B6AD3A49D0FC6,Cooper,Hickman,197.7,
TBN-51F2B18AEEEB71FB,Sofia,Cline,320.96,
TMR-480F22923AAB1CD2,Amiyah,Thompson,307.46,
A-82672E5ED8E48B33,Hunter,Cardenas,464.3,
MS-42A5B1E72E684907,Makenna,Vaughan,589.5,
TBN-4BA0FC6413CEEC25,Kennedi,Murphy,385.2,
MWL-E4E146541E58C9E4,Tyson,Mcconnell,292.42,
G-2FA4425CC1E7519E,Ashley,Leonard,231.24,
LL-2066C2C50381CFFE,Keira,Hendricks,414.52,
R-DB3B4848EAB918F0,Jamison,Maldonado,254.4,
CWCL-002A326E06D97B72,Margaret,Mcintyre,736.22,
NVATJH-5C966CA5C447AF01,Lucille,Goodman,333.3,
TH-28F2268A9E351557,Brooke,Zavala,361.49,
SS-9B24E83E7246939F,Elliot,Lindsey,295.77,
M-3512F0EBC17388EC,Greyson,Pacheco,215.08,
SS-C5DF0E9EBEE9A7EA,Emerson,Wilkins,210.9,
TDR-9C60EEDC73F40DDD,Alexandria,Clayton,175.15,
D&G-40C4179FEEEA8115,Milo,Kemp,251.34,
EO-F27F2246AB97315F,Summer,Solomon,314.36,
TCB&L-B4ED673A487C1AA8,Sterling,Frey,142.5,
BS-C88E0B309F763DB7,Presley,Madden,409.16,
TW-B72A72E46A0CE412,Ryan,Beck,498.29,
CC-AEA95166A39017A9,Liam,Arellano,405.28,
S-E41C13DB226E0D42,Bennett,Hunt,162.0,
GHL-93A7A29263A2FA82,Arlo,Stanley,504.55,
DTO-1E4BE13653B12F9A,Omar,Bishop,415.73,
VB-79594F0B2D346310,Hayes,Mcdonald,539.4,
ASL-B76FB1A5A019ACC7,Genesis,Crane,278.08,
MTB-E84489510FF06CFB,Selena,Morris,289.46,
S-1DB2671AF1D05F32,Zachariah,Greer,131.6,
R&R-266C785CA4A79269,Joshua,Walter,197.05,
MWL-3C271BDF6D5F10B4,Adam,Henson,399.3,
MR-A4FC98EE5556E9F2,August,Moore,394.1,
TBU-B281246C3C981553,Josephine,Dudley,184.74,
B-77D91452C9856A6D,Brian,Petty,195.58,
H&FPH-4254046EAD9C31AA,Carly,Irwin,332.94,
M-27D2BBDA43A87F9F,Devin,Lamb,303.23,
D+C-74C363B406A50621,Paisley,Carroll,108.6,
V-40BC16DF901080E4,Sabrina,Ochoa,91.79,
TGITR-C740798E9B33FEC3,Donovan,Martinez,216.89,
TPL-0E26DEB72668B337,Abel,Walters,144.3,
DR-090B602E75EFFB9B,Teagan,Flynn,279.6,
D+C-9DE74E00E2E99B3A,Felix,Guerrero,409.2,
TB-E5B45D28F73C50DF,Alejandro,Barker,327.55,
SB-7AD2CDF39C5122AB,Alejandro,Barker,616.14,
MPH-B7F28233EFDD8049,Saylor,Morrow,504.88,
MDCB-D619E175350F16D7,Kimberly,Serrano,298.2,
G-FE571D036BA02DD5,Esther,Perry,135.3,
BF-AF925D3A0A06F4D6,Carlos,Hoover,445.15,
SL-5B9928BACA64DA12,Robert,Kirk,253.45,
O-EFE64E1159826666,Katelyn,Wade,436.43,
TVTR-6E5F3B0977A345FE,Rylee,Boyd,48.0,
SB-2136D0A06609FDEA,Alexandra,Yang,287.36,
ASL-C69D75BDF6A3B6AF,Lawson,Conner,533.9,
BS-4A3A67A70DB9B785,Andrea,Estes,197.96,
TBC-275EA96633D32970,Lydia,Brennan,235.73,
H&FPH-539FDEBE02A4553A,Braelynn,Crawford,199.19,
G-6FB7239B2232A7DC,River,Goodwin,188.66,
MDCB-E1A6A4AC803E4026,Camryn,Bell,378.6,
MWL-716FA583189CE39B,Jacqueline,Monroe,375.49,
OEG-EE47A623163A805F,Xander,Kent,398.28,
MPH-693675B58A6951E8,Nevaeh,Solomon,391.16,
MR-48C0A5F6D884829F,Reid,Wade,324.3,
V-C240CC4E0C5ACFA5,Drew,Matthews,300.59,
SDS-F23B686631B3AFED,Nasir,Hartman,194.08,
TH-061AEA7D315B71B9,Juliette,Hobbs,169.79,
NVATJH-4DCBA43239BCEB95,Grady,Guzman,250.46,
KTRL-98EB0514503722CC,Braelyn,Vaughn,477.25,
MWL-4D4DC9B3A751A0A6,Miracle,Mckay,496.04,
TB-CEA021DB64BC5E09,Rocco,Wyatt,283.49,
BS-D66EBF490B132C23,Kyson,Irwin,252.3,
OEG-C217F37EDD97A949,Alexandria,Clayton,315.6,
D-9268C482D91F28AD,Gianna,Greene,189.28,
BB-12F7D0CD8618CA36,Camryn,Cardenas,146.94,
TW-5386B7383F2095FD,Zayn,Weiss,196.74,
BB-B79F6F3D36543A44,Samuel,Joyce,65.1,
AS-37F31E02AC0B1E59,Christina,Shaw,385.69,
SM-7907B47DA719D8B9,Nylah,Chung,345.6,
SDS-C1BDC87BF1B1AE50,Mira,Miranda,204.86,
MR-03687B7AC5C32F81,Averie,Dyer,482.9,
CNM-792CE188CB6E7C0C,Grant,Dyer,88.2,
R-D5F870C8E2E1A474,Leonardo,Dawson,331.72,
MS-F08443E175D45076,Margot,Stout,239.7,
SS-AAF3FE233DE95EAD,Daniel,Adelman,105.9,
VB-627A303CC6EBAFB2,Bella,Burns,575.3,
A-B63DFD0D28F5B9F3,Related Post,Kane,277.77,
A-95AD790974DE694A,Raven,Rollins,225.58,
BF-1CC623DC46472B1D,Oakley,Ortega,130.2,
ASL-B9C712D1BD9C3BF9,Jason,Fernandez,275.35,
M-10011BD9F2F61399,Daniella,Lang,107.34,
AB&R-518362E653ADFD43,Maddison,Wu,48.6,
BG-B6BE3AD1FB2099FD,Maia,Duncan,81.6,
GGJ&MB-283C49C919592C71,Daniella,Richards,273.6,
TVTR-9530313BA5D0D8A9,Amira,Harrington,340.68,
D+C-14B268920AC08B4B,Emiliano,Castro,277.14,
S-8F715D1792E55208,Weston,Reese,291.86,
MB-9240A60D98EEA80E,Kaydence,Patrick,178.2,
TA-6D9C431732DAAC6C,Derrick,Norman,195.58,
CNM-CD8A4042C58BC3F1,Madeleine,Bender,314.4,
BB-BB10DF1141852C53,Margot,Cantu,129.6,
TCB&G-3912521E1040482B,Kylie,Hunt,284.3,
TBN-58FB75BE191F7462,Edith,Johnston,622.5,
IF-C0B99C0813FC36B0,Colt,Blake,353.06,
SB-861C800CF971B97C,Sophia,Wall,557.39,
TUBACG-CEE260B77339C6E7,Rachel,Herman,205.45,
TH-1ADCE8D48CCCC8AA,Haley,Oconnell,232.5,
K-A818D8797E374004,Devin,Lamb,112.8,
SB-2DD802913144C32B,Margaret,Mcintyre,91.2,
TVH-49D5B95E58F62528,Leila,Garrison,338.33,
CC-60B51AD94A20B998,Haley,Nicholson,129.6,
TVTR-7B4F82494EF7BB85,John,David,371.61,
S-A9E42C2C3029DE0C,Khloe,Hinton,223.5,
TBASTC-5568BF5C5D33774C,Joseph,Brown,232.49,
CC-85A6BAF115CA8B0A,Jude,Mckay,558.86,
P-6914EEAB8E5D19DA,Ezequiel,Mack,412.12,
TBN-8A446ED078F07313,Morgan,Riley,411.0,
BT-786373A271541615,Rylee,Boyd,274.8,
J-E1402231BF58FA35,Rachel,Herman,572.4,
MWL-BD58FDA4D8BD4348,Leland,Fields,215.95,
M-378E45151AE89A8F,Malia,Robbins,353.96,
CWAS-F4E4ABF8B58F5B6D,Jordan,Huff,163.79,
TMR-136794588007DD8D,Margot,Chaney,695.68,
RKT-2EBC9A7D90D0ED93,Forrest,Smith,269.89,
D-6CF830C4C5E8F3BB,Saul,Barnes,140.7,
S-0E0353F8F7200EE3,Sage,Richmond,84.3,
LL-3CC9896A1CA71177,Journey,Shaffer,277.16,
GG-A12D3D6D2B9F8086,Preston,Bruce,253.71,
BS-CA8AA57CE358C792,Aaron,Parker,48.0,
B-324CB62E6317BFCB,Leonardo,Dawson,320.36,
GG-FCE4E7C4B490ED09,Solomon,Robertson,280.19,
D-BCDA80078B2CC3F1,Nasir,Ryan,214.18,
GG-1409DC17D61E5B3C,Sarah,Holder,78.89,
3T-499A34B44E1CED05,Moises,Bonilla,630.43,
BG-C798F4853AEC86CD,Zachariah,Greer,556.07,
OEG-8B42A911BC2CDABA,Victor,Cherry,453.9,
PP-CCF23D2B02857156,Nico,Valencia,124.75,
TBN-8BE7CEB56636EDEE,Ariyah,Peters,481.49,
TCB&G-183CFB7A1EE77806,Grady,Cain,246.0,
MTB-D3D674BF38C2EF7D,Sofia,Harrington,386.1,
S-920B5B3CC7379499,Alaina,Todd,330.58,
BC-FC80C3D1BC1CEC74,Kenneth,Peters,206.4,
BHS-EA642544C26F11DF,Hayes,Golden,578.64,
SB-E1DE48CBA222886B,Adalyn,Lynn,498.3,
VB-83125046F6D7441B,Hazel,Anthony,310.2,
LL-8DF92361DE969EA0,Lena,Franco,363.85,
SDS-D245E10663A5EB67,Troy,Wilson,457.45,
BA-B4F34050150F21A1,Anna,Maxwell,226.19,
SB-DD8544D76C2998A0,Jamison,Maldonado,327.89,
TB-009141876BAC3871,Myles,Decker,115.78,
TBC-965AE93F1A0D5733,Mira,Miranda,447.26,
3T-490DE2A347072471,Riley,Ferguson,455.7,
D-4F0F4249AC73740F,Delaney,Dudley,320.34,
A-0565627639FC3827,Rory,Pennington,144.6,
S-B9BF80B9DC2DF3A8,Milo,Vang,195.85,
IF-83A8890A5C4EF936,John,David,586.79,
DR-CCF3EB90F1F878C2,Vivienne,Torres,182.98,
TVH-3B64706BF0AA398B,Tate,Vang,503.56,
BS-81D694BAE07DB026,Isla,Morrow,275.08,
CNM-A11D0466A391CD09,Ruth,Berg,432.6,
TKDC-9DF5E3A6A65FAEBD,Tatum,Sullivan,75.9,
SB-63E328A9DD463846,Malcolm,Summers,242.66,
B-CE9833B12199BBFC,Ariah,Garcia,167.38,
P-35874E6C631F74E4,Derrick,Ferrell,469.99,
H&FPH-D66DC52DFFE7AC61,Grant,Dyer,797.96,
TKDC-75067454F779016C,Simon,Wall,368.35,
C-21E9BF938DD84AE6,Amiyah,Harmon,443.91,
BB-6F666C5EF8BEE52E,Lauren,Mcgrath,223.76,
SL-9C167F3CFCEE8E60,Malcolm,Pineda,226.8,
KTRL-5591A2233534A4E7,Hank,Ashley,147.28,
G-499752200F6834EF,Isabella,Lin,181.19,
TVH-2DCA30EA4B3ADB81,Maia,Zimmerman,482.95,
PS-754EF4E5F339423A,Esmeralda,Holt,183.85,
J-FD393D99BC83EDF2,Princeton,Stout,131.1,
TBU-E1BD1BBFC9B5E91C,King,Shea,84.6,
GHL-F09C5B3F4ADB26F7,Addison,Yoder,640.04,
IF-00FAC08632F82B37,Veronica,Armstrong,554.34,
B-4DF6AA5CC432A03D,Nasir,Estes,80.4,
DK-67C319FFAA94FCEB,Valentina,Davis,210.88,
SM-0DF6DC087415E98A,Arthur,Nelson,426.9,
MR-112BC747BBE50FD2,Michelle,Navarro,405.83,
CC-0BF174060372FC31,Aidan,Estes,190.43,
TBU-A22A15537041695B,Francisco,Pugh,263.1,
D-899CD2622D386554,Cadence,Flynn,222.55,
TW-8F276470C6A1F8D5,Ismael,Mayo,259.4,
TSD-CB3161A45BDC7238,Nayeli,Mcdaniel,362.7,
G&D-65B6A6D3309E42B1,Kason,Haley,122.36,
CWCL-4B82289C80287B0F,Felicity,Warren,463.14,
B-233CC7E4E72720CE,Piper,Mcfarland,472.14,
B-2DD51C5329DB70C6,Adan,Flores,70.5,
F7-4C70BB79B513220D,Joseph,Brown,470.25,
BG-762850924ABC2E52,Quinn,Petty,361.69,
TB-D6B5734F04636B48,Shane,Warner,177.25,
GHL-3D7F1FBF73A60F1C,Lucille,Goodman,415.46,
HC-72187F86BBA9B14F,Jayson,Mckay,213.25,
BA-6DEB6D2A30FCE494,Esteban,Pratt,260.7,
TOSB-41DF858C152BA9F4,Samuel,Maynard,293.7,
TD-B68B35A0928ED443,Kason,Wiley,182.7,
RKT-CE386B855BA8809B,Xander,Kent,284.02,
KCB-7A968E9373FE14FF,Kensley,Blackburn,326.7,
MWL-CA97D344EBD28E42,Amy,Sherman,267.55,
J-CA2E7E78F6684053,Malcolm,Pineda,295.8,
AB&R-8CCFE5C00067AC09,Leland,Mata,281.65,
C-E84319287A7AADFE,Kyler,Chapman,248.59,
O-DA614E1F55E077B9,Isabella,Lin,177.9,
TA-2530874F7DBEC99C,Jose,Bass,174.9,
HC-D503F2DFAB8CE4C1,Margaret,Mcintyre,312.87,
MR-4FE49AA7FDE78BBB,Melody,Bray,347.91,
WU-BB7355D2BF721B12,Adalyn,Lynn,681.26,
NVATJH-8F484C45529D5994,Holden,Bentley,452.02,
ASL-A446E2E14DBF6396,Avianna,Bruce,282.9,
DR-A015171DBAEC41AC,Quinn,Greer,451.2,
B-76AB84E012E1F18D,Ivan,Mccarthy,323.96,
MR-01B9F59F82109AC3,Jordyn,Hays,484.35,
BA-E39DFAFC8BE03A13,Lilly,Sawyer,333.26,
ASL-0C9795ED291A816A,Jace,Oneill,586.42,
S-AA7DBB5DC00D4380,Abel,Walters,169.8,
CWCL-519CB480549B31DB,Mario,Norton,178.14,
D-2B77E6223613EF61,Daniela,Mosley,348.25,
MWL-2A2F7D4106C0955D,Milo,Todd,399.88,
BA-D6E9B33A76CFD660,Lilliana,Harrison,287.94,
NVATJH-FDE2D3975204079F,Lena,Conrad,356.94,
MS-CA3EA4F83AAF73A8,Daniela,Mosley,54.3,
ERB-69FE57024699B0BA,Mikayla,Le,277.15,
P-4C79BD164CCDCF1D,Ali,Villa,617.26,
C-8902E3776188F328,Phoenix,Compton,193.15,
V-69C22F9C520B2148,Camila,Henry,276.58,
GG-65BAD4874A817A16,Daniel,Jones,466.2,
CWAS-C6BACA1F0E2713B2,Zayne,Barrett,215.95,
CNM-C48EF45DD6250F11,Alyssa,Bautista,298.5,
CNM-D0C911CF56729C1A,Gabrielle,Duarte,253.78,
TW-24CEBF5CCFB32310,Colton,Leonard,435.54,
TMR-A908ED65F7FE1780,Jesse,Hess,127.09,
GHL-780272614FD38C1F,Leland,Fields,421.38,
TPL-61254C0EE0CEDEC0,Wren,Frey,160.5,
TPL-C23B985700BD659E,Alexandria,Delacruz,287.4,
BC-B54BB47B48A33C3A,Grayson,Dickson,309.24,
GHL-A5E862AEB719970B,Mikayla,Le,361.05,
CNM-5BDAC0FE0F73E10C,Scarlett,Lutz,414.6,
TBASTC-E24FB5B5EA8EDA49,Chase,Murray,274.46,
TW-7356CBC04E5E76B8,Martin,Mays,214.95,
B-3F0618AE1FC813DC,Thiago,Potts,317.02,
TUBACG-EF8A79AB061273DE,Gael,Holden,310.75,
NVATJH-388BB1B1D911A687,Amira,Hardin,272.64,
D-907565CEB292CF84,Kayla,Yoder,82.49,
TB-F244C1239B349403,Ariah,Garcia,386.94,
TVTR-073C8AC91C69041A,Sarah,Ray,338.08,
D&G-21FC57D9219C77D2,Josue,Sandoval,171.49,
K-DAFD888FC3215B4A,Princeton,Cooke,358.11,
SS-C2EE540EF58916CA,Jax,Potts,172.8,
TOSB-50A803B64DDCDA50,Adam,Pearson,344.08,
TCB&G-C58B025BEB245EA0,Robert,Shannon,502.78,
MPH-6F530F540EF28673,Muhammad,Huang,209.1,
BB-AC989E8170FB71FD,Liliana,Christian,216.24,
D-438DB81C2356379D,Benson,Graham,160.7,
P-A2C986A63F740BFF,Michael,Harper,312.72,
GHL-72444EBB4AF2205F,Valeria,Romero,394.05,
P-7B9C0C054DBC86EC,Leonardo,Dawson,161.96,
TWP-511AA7D9E8FA6FAC,Easton,Wu,293.09,
TO-5AD02782B553D047,Adriel,Duke,280.4,
TKDC-B56A9C9EF973F494,Piper,Mcfarland,357.48,
HC-B99ADFE25A044A3B,Jaylen,Villarreal,333.18,
TO-BC0784500EF60CF9,Jett,Casey,422.97,
TVTR-1946D268CC0A2E92,Andrea,Flowers,251.7,
BA-A2C79D17182108C4,Allyson,Powell,206.36,
DK-5034BD2156A05F96,April,Dodson,393.9,
BS-3B9F21581D86C3A3,Ariel,Bauer,392.86,
D+C-EF36C1947D1CDBB5,Alaina,Todd,411.55,
TOSB-D4934A0EF9562E7E,Alex,Richards,640.04,
PP-AB22205F6A0FFC03,Thiago,Kidd,218.38,
D&G-15E865ECC67BBD37,Cataleya,Carney,120.56,
SM-C9C69474CBF59D8C,Isabelle,Jones,339.9,
WU-732B7D75625076B6,Christina,Shaw,496.8,
BR-25CCBD4AE6FE0CBD,Quinn,Greer,609.84,
TBN-4F66C57A6EA1AD35,Lucia,Reese,211.5,
BC-14F7F32D7E00E33F,Rosemary,Pena,71.4,
CC-D5E8E5C301C8984A,Chloe,Castro,449.96,
AS-7172F05F36CAB9D5,Sofia,Harrington,356.67,
K-BA1CB91C3D8092B1,Cristian,Trevino,130.5,
TB-1656BE6DFF7DB5EA,Remi,Chan,282.6,
MDCB-09C03210E5E1465C,Adeline,Burns,70.78,
BF-DE8BF3297E38C533,Kyla,Berg,363.51,
MR-43C260714905A7A8,Camryn,Bell,266.1,
HC-DB4C117BC4790E27,Jenna,Villa,396.6,
TST-F38F8091ADFBF22C,Raven,Doyle,311.98,
C-F3741238352FCF5F,Carson,Chambers,171.0,
D-4A06AF2DACE6875C,Adriel,Estes,33.3,
BC-A8C6C32CC5906EEB,Michael,Oneill,384.6,
GGJ&MB-1A7D41B453D2A801,Gianna,Greene,273.29,
SB-3AE7FE30ED93F81A,Regina,Brennan,476.65,
AS-330A86DFE2E63650,Theo,Weeks,300.6,
NVATJH-8D7F4DA1E1B955BD,Jade,Macias,311.35,
P-F0F7CDBF35BC8273,Kimberly,Bradshaw,289.18,
BS-10FEB480CF08C8B3,Josephine,Knapp,191.09,
SL-3B3A5AB5AFBE728B,Jay,Munoz,437.95,
GG-149A1AD26D086777,Brynlee,Dalton,258.86,
AS-37C8B583D91D3FBD,Carly,Weaver,50.39,
MTB-7AF20A4319B929C8,Gracie,Gallegos,164.1,
HC-8A6E54DE921D2A64,Royce,Pierce,124.79,
WU-6D3683E331339EEF,Lane,Gomez,371.4,
TB-F058565B95DB57A2,Connor,Reilly,330.56,
CC-753E715746E5E856,Jose,Bass,243.5,
R1-1F1A56AE10F30BC0,Juliet,Young,244.76,
P-A19368DE4A9196A6,Wren,Frey,382.73,
BTB-10B0DE22ED385C6B,Saul,Barnes,42.6,
TBC-E4F58FCDF01E4CAE,Finn,Russo,592.8,
M-7929660F5BE468EE,Ayla,Mccarthy,158.06,
A-C1F67451118EE078,Adam,Henson,145.43,
TSD-7A255C248A966C36,Genevieve,Andrews,439.5,
TB-305E8AA67A9B4559,Grady,Cain,256.76,
BB-6ADC44F510253D65,Fabian,Young,133.17,
TVH-03794BE8CAF29C9C,Vivienne,Torres,585.23,
TKDC-7C18BD4FBA09BBC8,Ariyah,Peters,208.18,
BA-1BD308C3DC1C9A4B,Diego,Ryan,137.7,
R-FDFEDA25DDF1E60E,Keegan,Hopkins,347.03,
BS-69D2C225F0D8422A,Kayla,Yoder,202.5,
TBRATBH-03EE957756F4E647,Isabelle,Maxwell,439.06,
BB-F9DC87D50EFAF9FC,Melody,Bray,144.28,
V-3F214A3FC5473A5F,Scott,Crane,660.26,
C-B827336D21FC8740,Maverick,Dudley,290.7,
IF-7D43C71656A09414,Jayceon,Peters,468.26,
M-88A523DD2CC83452,Skylar,Duran,159.0,
MTB-889FD788A3657084,Angela,Joyce,530.65,
TO-F48FCF3CCD62304D,Braylen,Bender,254.04,
CWCL-C725A3BEC37F6343,Xander,Gordon,260.01,
J-8945B02ED46FEEDF,Ashley,Guerra,234.0,
HC-43104C95FC87ECC4,Jason,Cain,377.33,
B-504E8D66225FAD1C,Sophia,Petty,128.95,
MTB-C4D45A21BCB8F5BC,Braelynn,Crawford,305.06,
MS-3AB71DC7352A861E,Maddison,Conrad,331.2,
TCB&L-601FCD7996DCBB4E,April,Dodson,427.46,
TVH-93C0917FBA6DC62A,Ruth,Watson,327.23,
MPH-1696CE317C90948B,Easton,Wu,302.35,
RKT-5A887AE8CB2B2EC8,Natalia,Bray,371.88,
VB-1C322C2D0CB0100A,Alison,Matthews,305.1,
TBRATBH-FFA6AC1CD1861B21,Tyler,Bright,33.58,
EO-A4DE1EFA7E15D82E,Lucia,Reese,211.1,
HS-996D80E1F09531E2,Leonel,Bolton,375.54,
MR-E28CBEEAD16515D0,Grady,Cain,424.07,
OEG-CE368F4B8D06F5CE,Demi,Grimes,638.1,
S-75968A250487FAEF,Hunter,Cardenas,70.2,
TSD-C18D39D3EDEA6CF8,Ashley,Leonard,260.7,
TGITR-7C184535E4F18D44,Melissa,Burke,238.78,
R&R-58E98826B605D61E,Madison,Benjamin,131.4,
MPH-5ADA739855058D97,Dexter,Jackson,270.0,
GG-32EC842132EE54DE,Cheyenne,Lee,171.27,
O-19C61832260F5565,Mckinley,Rangel,344.1,
BF-16DB8F2BF5BF76CD,Taylor,Sampson,81.0,
GGJ&MB-2D37B6D1530D9F11,Jeremy,Wheeler,217.2,
GG-D202826B68F84B96,Mackenzie,Sampson,359.96,
B-24E1D554D99F9A1D,Alana,Hinton,206.34,
D+C-D53CBBE5706B52D6,Diego,Ryan,328.72,
TDR-3ED3C7C2AB9E0DE8,Brinley,Hebert,316.2,
O-D71A1EF3ED4C654C,Tate,Decker,309.49,
TUBACG-71CC35CE28C4F4EB,Dalton,Williams,209.1,
HC-A4F8275EF99DED10,Gerardo,Burke,170.64,
BB-0FFBBA80595D2128,Connor,Arnold,318.81,
MS-B57E7466EBD0A105,Colton,Cameron,380.4,
B-2F504145248DECA5,Hudson,Cooke,348.85,
TOSB-407DC1FFAA18166F,June,Pollard,251.65,
TCB&G-CAB6DEBD492F81F8,Sarah,Ray,516.25,
IF-6728D9C928524DF8,Allyson,Hickman,332.36,
